✹ Crypt Haunter Courtier,1,120 (-20),"0-1 Serfs, Any Crypt Horrors","This Hero can join an eligibleregiment as a Flesh-eater Noble.",50mm
✹  Crypt Infernal Courtier,1,140 (-30),"0-1 Serfs, Any Crypt Flayers","This Hero can join an eligibleregiment as a Flesh-eater Noble.",50mm
✹ Grand Justice Gormayne,1,110,"0-1 Knights, Any Serfs","This Hero can join an eligibleregiment as a Flesh-eater Noble.",32mm
Marrowscroll Herald,1,120,Any Serfs,"This Hero can join an eligibleregiment as a Flesh-eater Noble.",32mm
"✹  Nagash, Supreme Lordof the Undead",1,840 (-40),"0-1 Flesh-eater Noble,Any Flesh-eater Courts",,130mm
Royal Decapitator,1,100,Any Serfs,"This Hero can join an eligibleregiment as a Flesh-eater Noble.",32mm
"✹ Ushoran, Mortarch of Delusion",1,440 (-30),"0-1 Flesh-eater Noble,Any Flesh-eater Courts",,130mm
✹ Varghulf Courtier,1,160 (-20),"Any Knights, Any Serfs","This Hero can join an eligibleregiment as a Flesh-eater Noble.",90 × 52mm
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
✹ Crypt Flayers,3,150 (-20),"Knights, Infantry",,50mm
✹  Crypt Flayers (2 models),2,80 (-30),"Knights, Infantry","You can include 1 unit of thistype for each Crypt InfernalCourtier in your army.This unit cannot be reinforced.",50mm
✹ Crypt Ghouls,20,160 (-10),"Serfs, Infantry",,25mm
✹ Crypt Horrors,3,140 (-10),"Knights, Infantry",,50mm
✹  Crypt Horrors (2 models),2,90 (-10),"Knights, Infantry","You can include 1 unit of thistype for each Crypt HaunterCourtier in your army.This unit cannot be reinforced.",50mm
✹  Cryptguard,10,100 (-20),"Serfs, Infantry",,25mm
✹  Morbheg Knights,3,160 (-10),"Knights, Cavalry",,75 × 42mm
✹ Royal Beastflayers,10,100 (-20),"Serfs, Infantry",This unit cannot be reinforced.,"40mm [2],32mm [2],28.5mm [3],25mm [3]"
✹  Royal Terrorgheist,1,240 (-20),Monster,,130mm
✹ Royal Zombie Dragon,1,250 (-20),Monster,,130mm
HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZE
✹  Awlrach the Drowner,1,170 (+10),"0-1 Cursed Soul, Any Nighthaunt",,80mm
Cairn Wraith,1,130,"0-1 Black Coach, Any Infantry","This Hero can join an eligibleregiment as a Cursed Soul.",25mm
✹  Guardian of Souls,1,150 (+10),"0-1 Black Coach, Any Infantry",,32mm
✹  Knight of Shrouds,1,120 (-10),"0-1 Cursed Soul, 0-1 Black Coach,Any Infantry",,32mm
"✹ Knight of Shrouds onEthereal Steed",1,190 (+10),"0-1 Cursed Soul, 0-1 Black Coach,Any Cavalry",,75 × 42mm
Krulghast Cruciator,1,150,"0-1 Black Coach, Any Infantry",,40mm
"✹ Kurdoss Valentian, theCraven King",1,190 (-10),"0-1 Cursed Soul, Any Nighthaunt",,60mm
"✹ Lady Olynder, Mortarch ofGrief",1,310 (+10),"0-1 Cursed Soul, Any Nighthaunt",,60mm
✹ Lord Executioner,1,170 (+20),"0-1 Black Coach, Any Infantry","This Hero can join an eligibleregiment as a Cursed Soul.",40mm
"Nagash, Supreme Lord ofthe Undead",1,880,"0-1 Cursed Soul, Any Nighthaunt",,130mm
✹ Reikenor the Grimhailer,1,240 (+20),"0-1 Cursed Soul, Any Nighthaunt",,75 × 42mm
Scriptor Mortis,1,120,"0-1 Black Coach, Any Infantry","This Hero can join an eligibleregiment as a Cursed Soul.",40mm
✹  Spirit Torment,1,130,"0-1 Black Coach, Any Infantry","This Hero can join an eligibleregiment as a Cursed Soul.",40mm
✹  Tomb Banshee,1,150,"0-1 Black Coach, Any Infantry","This Hero can join an eligibleregiment as a Cursed Soul.",25mm
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
✹  Black Coach,1,240 (-20),War Machine,,170 × 105mm
✹ Bladegheist Revenants,10,180 (+20),Infantry,,32mm
Chainghasts,2,100,Infantry,This unit cannot be reinforced.,32mm
Chainrasps,10,100,Infantry,,25mm
Craventhrone Guard,5,100,Infantry,,32mm
✹  Dreadblade Harrows,2,170 (+10),Cavalry,,60 × 35mm
✹ Dreadscythe Harridans,10,170 (+10),Infantry,,32mm
Glaivewraith Stalkers,4,80,Infantry,,32mm
✹  Grimghast Reapers,10,150 (+10),Infantry,,32mm
✹  Hexwraiths,5,200 (+20),Cavalry,,60 × 35mm
Myrmourn Banshees,4,120,Infantry,,32mm
Pyregheists,8,120,Infantry,This unit cannot be reinforced.,"40mm [1],32mm [4],28.5mm [3]"
Spirit Hosts,3,130,Infantry,,50mm
HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZE
✹  Arch-Kavalos Zandtos,1,230,Any Ossiarch Bonereapers,"This Hero can join aneligible regiment as aLegion Subcommander.",80mm
"Arkhan the Black,Mortarch of Sacrament",1,410,"0-1 Legion Subcommander,Any Ossiarch Bonereapers",,120 × 92mm
"✹ Katakros, Mortarch ofthe Necropolis",1,520 (+20),"0-1 Legion Subcommander,Any Ossiarch Bonereapers",,120 × 92mm
Liege-Kavalos,1,210,Any Ossiarch Bonereapers,"This Hero can join aneligible regiment as aLegion Subcommander.",80mm
✹ Mortisan Boneshaper,1,120 (-10),"0-1 Gothizzar Harvester, Any Infantry",,32mm
Mortisan Ossifector,1,110,"0-1 Gothizzar Harvester,0-1 Mortek Crawler, Any Infantry",,32mm
Mortisan Soulmason,1,160,"0-1 Gothizzar Harvester, Any Infantry",,40mm
✹ Mortisan Soulreaper,1,110 (-10),"0-1 Gothizzar Harvester, Any Infantry",,32mm
"✹ Nagash, Supreme Lord ofthe Undead",1,900 (+20),"0-1 Legion Subcommander,Any Ossiarch Bonereapers",,130mm
"Vokmortian, Master of theBone-tithe",1,170,Any Ossiarch Bonereapers,,40mm
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
✹ Gothizzar Harvester,1,200 (-20),Monster,,105 × 70mm
Immortis Guard,3,200,Infantry,,50mm
✹  Kavalos Deathriders,5,200 (+20),Cavalry,,60 × 35mm
Morghast Archai,2,270,Infantry,,60mm
Morghast Harbingers,2,270,Infantry,,60mm
Mortek Crawler,1,260,War Machine,,170 × 105mm
Mortek Guard,10,120,Infantry,,25mm
✹  Necropolis Stalkers,3,160 (-10),Infantry,,50mm
✹ Teratic Cohort,8,150 (+10),Infantry,This unit cannot be reinforced.,"60 × 35mm[1], 32mm [2],28.5mm [5]"
HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZ,
"✹ Belladamma Volga, First ofthe Vyrkos",1,220 (-10),"0-1 Vyrkos Retainer,Any Soulblight Gravelords",,60mm,
✹ Bloodseeker Palanquin,1,230 (-20),Any Soulblight Gravelords,,120 × 92m,
"✹ Cado Ezechiar,the Hollow King",1,150 (-20),Any Soulblight Gravelords,,40mm,
✹  Coven Throne,1,250 (-20),Any Soulblight Gravelords,,120 × 92m,
Gorslav the Gravekeeper,1,120,Any Deadwalkers,"This Hero can join an eligibleregiment as a Vyrkos Retainer.",40mm,
"✹  Ivya Volga, the Outcast",1,120 (-40),"Any Dire Wolves, Any Fell Bats","This Hero can join an eligibleregiment as a Vyrkos Retainer.",32mm,
"✹ Kritza, the Rat Prince",1,70 (-30),Any Soulblight Gravelords,"This Hero can join an eligibleregiment as a Vyrkos Retainer.",60 × 35mm,
"Lady Annika, the Thirsting Blade",1,130,Any Soulblight Gravelords,"This Hero can join an eligibleregiment as a Vyrkos Retainer.",60 × 35mm,
"✹ Lauka Vai, Mother ofNightmares",1,270 (-50),"0-1 Deathrattle Overseer,Any Soulblight Gravelords",,80mm,
"✹ Mannfred von Carstein,Mortarch of Night",1,430,"0-1 Deathrattle Overseer,Any Soulblight Gravelords",,120 × 92m,
Mortis Engine,1,240,Any Deadwalkers,,120 × 92m,
"✹ Nagash, Supreme Lord ofthe Undead",1,880,"0-1 Deathrattle Overseer,Any Soulblight Gravelords",,130mm,
Necromancer,1,140,Any Soulblight Gravelords,,32mm,
"✹  Neferata, Mortarch of Blood",1,460,"0-1 Deathrattle Overseer,Any Soulblight Gravelords",,120 × 92m,
✹  Prince Vhordrai,1,480,"0-1 Deathrattle Overseer,Any Soulblight Gravelords",,130mm,
✹ Radukar the Beast,1,300 (-30),"0-1 Vyrkos Retainer,Any Soulblight Gravelords","You cannot include this unitand Radukar the Wolf in thesame army.",60mm,
✹  Radukar the Wolf,1,150 (-20),"0-1 Vyrkos Retainer,Any Soulblight Gravelords","You cannot include this unitand Radukar the Beast in thesame army.",40mm,
"✹  Sekhar, Fang of Nulahmia",1,210 (-30),Any Soulblight Gravelords,,60 × 35mm,
Torgillius the Chamberlain,1,180,Any Soulblight Gravelords,"This Hero can join an eligibleregiment as a Vyrkos Retainer.",40mm,
Vampire Lord,1,160,Any Soulblight Gravelords,,40mm,
Vampire Lord on Zombie Dragon,1,400,Any Soulblight Gravelords,,130mm,
✹ Vengorian Lord,1,250 (-50),Any Soulblight Gravelords,,80mm,
Watch Captain Halgrim,1,110,Any Deathrattle,"This Hero can join an eligibleregiment as a Vyrkos Retainer.",32mm,
✹ Wight King,1,100 (-20),Any Deathrattle,"This Hero can join aneligible regiment as aDeathrattle Overseer.",32mm,
✹ Wight King on Skeletal Steed,1,140 (-30),Any Deathrattle,"This Hero can join aneligible regiment as aDeathrattle Overseer.",75 × 42mm,
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
✹  Askurgan Trueblades,8,130 (-20),Infantry,This unit cannot be reinforced.,"40mm [1],32mm [4],28.5mm [3]"
Black Knights,5,180,"Deathrattle, Cavalry",,60 × 35mm
Blood Knights,5,230,Cavalry,,75 × 42mm
✹ Corpse Cart,1,70 (-20),"Deadwalkers, War Machine",,105 × 70mm
Deadwalker Zombies,20,150,"Deadwalkers, Infantry",,25mm
Deathrattle Skeletons,10,100,"Deathrattle, Infantry",,25mm
Dire Wolves,10,140,"Deadwalkers, Beast",,60 × 35mm
Fell Bats,3,100,"Deadwalkers, Beast",,40mm
Grave Guard,10,160,"Deathrattle, Infantry",,25mm
Kosargi Nightguard,2,120,"Deadwalkers, Infantry",This unit cannot be reinforced.,40mm
✹  Terrorgheist,1,240 (-20),Monster,,130mm
✹ Vargheists,3,130 (-20),Infantry,,50mm
✹ Vargskyr,1,160 (-20),Beast,,50mm
Vyrkos Blood-born,3,150,Infantry,This unit cannot be reinforced.,32mm
✹ Zombie Dragon,1,250 (-20),Monster,,130mm
HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZE
"Kragnos, the End of Empires",1,580,Any Bonesplitterz,,130mm
Maniak Weirdnob,1,160,Any Bonesplitterz,"This unit will move toWarhammer Legends on1 June 2025.",60 × 35mm
Savage Big Boss,1,130,Any Bonesplitterz,"This unit will move toWarhammer Legends on1 June 2025.This Hero can join aWurrgog Prophet’s regiment.",32mm
Wardokk,1,100,Any Bonesplitterz,"This unit will move toWarhammer Legends on1 June 2025.",32mm
Wurrgog Prophet,1,160,"0-1 Savage Big Boss,Any Bonesplitterz","This unit will move toWarhammer Legends on1 June 2025.",32mm
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
Savage Big Stabbas,2,130,Infantry,"This unit will move toWarhammer Legends on1 June 2025.",60 × 35mm
Savage Boarboy Maniaks,5,150,Cavalry,"This unit will move toWarhammer Legends on1 June 2025.",60 × 35mm
Savage Boarboyz,5,140,Cavalry,"This unit will move toWarhammer Legends on1 June 2025.",60 × 35mm
Savage Orruk Arrowboys,10,140,Infantry,"This unit will move toWarhammer Legends on1 June 2025.",32mm
Savage Orruk Morboyz,10,160,Infantry,"This unit will move toWarhammer Legends on1 June 2025.",32mm
Savage Orruks,10,140,Infantry,"This unit will move toWarhammer Legends on1 June 2025.",32mm
HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZE
✹  Dankhold Troggboss,1,240 (+10),Any Troggoth,"This Hero can joinTrugg’s regiment.",60mm
Fungoid Cave-Shaman,1,100,"0-1 Moonclan Agitator, Any Moonclan",,32mm
"Kragnos, the End of Empires",1,580,Any Gloomspite Gitz,,130mm
✹ Loonboss,1,110 (-20),Any Moonclan,"This Hero can join aneligible regiment as aMoonclan Agitator.",32mm
✹ Loonboss on Giant Cave Squig,1,120 (-10),"0-1 Moonclan Agitator, Any Moonclan","This Hero can join aneligible regiment as aMoonclan Agitator.",40mm
✹  Loonboss on Mangler Squigs,1,220 (-40),"0-1 Moonclan Agitator, Any Moonclan",,80mm
Rabble-Rowza,1,120,"0-1 Monster,Any Moonclan Infantry","This Hero can join aneligible regiment as aMoonclan Agitator.",32mm
"Skragrott, the Loonking",1,230,"Any Moonclan Agitator,Any Gloomspite Gitz",,60 × 35mm
✹ S quigboss with Gnasha-squig,1,130 (+20),"0-1 Moonclan Agitator, Any Moonclan","This Hero can join aneligible regiment as aMoonclan Agitator.",32mm
"Trugg, the Troggoth King",1,380,"0-1 Dankhold Troggboss,Any Gloomspite Gitz",,100mm
✹ Webspinner Shaman,1,120 (-10),Any Spiderfang,,25mm
"✹  Webspinner Shaman onArachnarok Spider",1,270 (-20),Any Spiderfang,,160mm
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
"✹  Arachnarok Spider withFlinger",1,250 (-20),"Spiderfang, Monster",,160mm
"✹ Arachnarok Spider withSpiderfang Warparty",1,240 (-20),"Spiderfang, Monster",,160mm
Boingrot Bounderz,5,120,"Moonclan, Cavalry",,32mm
Dankhold Troggoth,1,180,"Troggoth, Monster",,60mm
Fellwater Troggoths,3,190,"Troggoth, Infantry",,50mm
Gobbapalooza,5,150,"Moonclan, Infantry",This unit cannot be reinforced.,32mm
✹  Loonsmasha Fanatics,5,130 (-10),"Moonclan, Infantry",,32mm
✹  Mangler Squigs,1,180 (-40),"Moonclan, Monster",,80mm
Moonclan Shootas,20,150,"Moonclan, Infantry",,25mm
Moonclan Stabbas,20,140,"Moonclan, Infantry",,25mm
Rockgut Troggoths,3,190,"Troggoth, Infantry",,50mm
✹ S kitterstrand Arachnarok,1,210 (-20),"Spiderfang, Monster",,160mm
Snarlfang Riders,5,130,"Gitmob, Cavalry",,60 × 35mm
Sneaky Snufflers,6,140,"Moonclan, Infantry",,32mm
Spider Riders,5,110,"Spiderfang, Cavalry",,60 × 35mm
✹  Sporesplatta Fanatics,5,100 (-10),"Moonclan, Infantry",,32mm
✹ S quig Herd,12,110 (+10),"Moonclan, Beast",,25mm
Squig Hoppers,10,170,"Moonclan, Cavalry",,32mm
HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZE
✹ Ardboy Big Boss,1,120 (-10),Any Infantry,"This Hero can join an eligibleregiment as a Headstompa.",40mm
"✹  Gordrakk, the Fist of Gork",1,380 (-50),"0-1 Headstompa, 0-1 Tusk Wrangler,Any Ironjawz",,160mm
"Kragnos, the End of Empires",1,580,Any Ironjawz,,130mm
✹ Megaboss,1,190 (-20),"0-1 Headstompa, Any Ironjawz","This Hero can join an eligibleregiment as a Headstompa.",60mm
✹ Megaboss on Maw-krusha,1,360 (-40),"0-1 Headstompa, 0-1 Tusk Wrangler,Any Ironjawz",,160mm
✹  Tuskboss on Maw-grunta,1,260 (-20),"Any Maw-grunta Gougers,Any Maw-grunta with Hakkin’ Krew,Any Cavalry","This Hero can join an eligibleregiment as a Tusk Wrangler.",120 × 92mm
Warchanter,1,120,Any Ironjawz,,40mm
Weirdnob Shaman,1,130,Any Ironjawz,,40mm
✹  Zoggrok Anvilsmasha,1,180,Any Ironjawz,"This Hero can join an eligibleregiment as a Headstompa.","50mm [1],25mm [1]"
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
Ardboyz,10,180,Infantry,,32mm
Brute Ragerz,3,130,Infantry,,40mm
Brutes,5,200,Infantry,,40mm
Gore-gruntas,3,180,Cavalry,,90 × 52mm
✹  Maw-grunta Gougers,1,210 (-10),Monster,,120 × 92mm
"✹  Maw-grunta withHakkin’ Krew",1,250 (-20),Monster,,120 × 92mm
Weirdbrute Wrekkaz,3,110,Infantry,,40mm
HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZE
"✹ Breaka-boss onMirebrute Troggoth",1,220,"0-1 Mob Wrangler, Any Kruleboyz","This Hero can join an eligibleregiment as a Swamp Beast.",80mm
"✹  Gobsprakk, the Mouth of Mork",1,330 (-30),"0-1 Mob Wrangler, 0-1 Swamp Beast,Any Kruleboyz",,130mm
"✹  Killaboss on Corpse-rippaVulcha",1,290,"0-1 Mob Wrangler, Any Kruleboyz","This Hero can join an eligibleregiment as a Swamp Beast.",130mm
✹  Killaboss on Great Gnashtoof,1,180 (-20),"0-1 Mob Wrangler, Any Kruleboyz","This Hero can join an eligibleregiment as a Swamp Beast.",105 × 70mm
✹ Killaboss with Stab-grot,1,110 (-20),Any Kruleboyz,"This Hero can join an eligibleregiment as a Mob Wrangler.","40mm [1],25mm [1]"
"Kragnos, the End of Empires",1,580,Any Kruleboyz,,130mm
✹  Murknob with Belcha-banna,1,120,Any Kruleboyz,"This Hero can join an eligibleregiment as a Mob Wrangler.",40mm
"✹  Snatchaboss onSludgeraker Beast",1,320,"0-1 Mob Wrangler, Any Kruleboyz","This Hero can join an eligibleregiment as a Swamp Beast.",120 × 92mm
✹  Swampboss Skumdrekk,1,220 (-20),"0-1 Mob Wrangler, Any Kruleboyz",,120 × 92mm
Swampcalla Shaman with Pot-grot,1,120,Any Infantry,,"40mm [1],25mm [1]"
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
Beast-skewer Killbow,1,160,War Machine,,90 × 52mm
Gutrippaz,10,170,Infantry,,32mm
✹  Hobgrot Slittaz,10,90 (-10),Infantry,,25mm
Kruleboyz Monsta-killaz,7,120,Infantry,This unit cannot be reinforced.,"40mm [1],32mm [6],28.5mm [1]"
Man-skewer Boltboyz,3,110,Infantry,,32mm
✹  Marshcrawla Sloggoth,1,150 (-20),Monster,,105 × 70mm
HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZE
✹ Bloodpelt Hunter,1,130 (-20),Any Gutbusters,"This Hero can join aTyrant’s regiment.",40mm
Butcher,1,150,"Any Gorger Mawpack, Any Gutbusters",,50mm
Firebelly,1,140,Any Gutbusters,,50mm
✹  Frostlord on Stonehorn,1,320,"0-1 Voice of the Everwinter,Any Ogor Mawtribes",,120 × 92mm
✹ F rostlord on Thundertusk,1,300,"0-1 Voice of the Everwinter,Any Ogor Mawtribes",,120 × 92mm
✹  Huskard on Stonehorn,1,280,Any Beastclaw Raiders,"This Hero can join an eligibleregiment as a Voice of theEverwinter.",120 × 92mm
✹ Huskard on Thundertusk,1,270,Any Beastclaw Raiders,"This Hero can join aneligible regiment as a Voice ofthe Everwinter.",120 × 92mm
✹  Icebrow Hunter,1,120 (-10),Any Beastclaw Raiders,"This Hero can join aneligible regiment as a Voice ofthe Everwinter.",50mm
"Kragnos, the End of Empires",1,580,Any Ogor Mawtribes,,130mm
Slaughtermaster,1,140,Any Gutbusters,,105 × 70mm
✹ Tyrant,1,160 (-20),"0-1 Bloodpelt Hunter,Any Ogor Mawtribes",,50mm
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
Frost Sabres,2,70,"Beastclaw Raiders, Beast",,60 × 35mm
Gnoblar Scraplauncher,1,160,War Machine,,120 × 92mm
✹  Gnoblars,20,110 (-10),Infantry,,25mm
✹ Gorger Mawpack,5,240 (-20),Infantry,This unit cannot be reinforced.,50mm
✹  Icefall Yhetees,3,100 (-20),"Beastclaw Raiders, Infantry",,50mm
✹ I ronblaster,1,200 (-20),"Gutbusters, War Machine",,120 × 92mm
Ironguts,4,240,"Gutbusters, Infantry",,40mm
Leadbelchers,4,150,"Gutbusters, Infantry",,40mm
Maneaters,3,160,Infantry,,50mm
✹ Mournfang Pack,2,180 (-20),"Beastclaw Raiders, Cavalry",,90 × 52mm
✹ Ogor Gluttons,6,240 (-10),"Gutbusters, Infantry",,40mm
Stonehorn Beastriders,1,270,"Beastclaw Raiders, Monster",,120 × 92mm
Thundertusk Beastriders,1,220,"Beastclaw Raiders, Monster",,120 × 92mm
HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZE
Beast-smasher Mega-Gargant,1,470,"0-1 Eager Lout, Any Sons of Behemat","This Hero can join an eligibleregiment as an Eager Lout.",130mm
Gatebreaker Mega-Gargant,1,500,"0-1 Eager Lout, Any Sons of Behemat","This Hero can join an eligibleregiment as an Eager Lout.",130mm
King Brodd,1,520,"0-1 Eager Lout, Any Sons of Behemat",,130mm
"Kragnos, the End of Empires",1,580,"0-1 Eager Lout, Any Sons of Behemat",,130mm
Kraken-eater Mega-Gargant,1,470,"0-1 Eager Lout, Any Sons of Behemat","This Hero can join an eligibleregiment as an Eager Lout.",130mm
Warstomper Mega-Gargant,1,460,"0-1 Eager Lout, Any Sons of Behemat","This Hero can join an eligibleregiment as an Eager Lout.",130mm
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
✹ Mancrusher Gargant,1,130 (-30),Monster,,90 × 52mm
✹  Mancrusher Mob,3,390 (-30),Monster,This unit cannot be reinforced.,90 × 52mm
